X,Y,gid,Name,description,X_ADDR,SHAPE_Length,FMEL_UPD_D,Region Name,Planning Area Name,Region Code,Subzone Name,Central Area Indicator,SHAPE,Y_ADDR,Subzone Code,INC_CRC,Subzone Number,SHAPE_Area,Planning Area Code,Field_1
103.7577584,1.348653748,173,BUKIT BATOK EAST,,19566.3613,2619.552372,12/5/14 21:26,WEST REGION,BUKIT BATOK,WR,BUKIT BATOK EAST,N,Polygon,36806.3015,BKSZ08,7CED8DCEA0FF3FC1,8,380201.8028,BK,BUKIT BATOK EAST
103.9336661,1.34828594,182,TAMPINES WEST,,39421.6571,8058.33566,12/5/14 21:26,EAST REGION,TAMPINES,ER,TAMPINES WEST,N,Polygon,36739.2069,TMSZ03,2E3EA3D1BBF9A601,3,3475209.889,TM,TAMPINES WEST
103.7420918,1.356294885,183,BRICKWORKS,,17861.6364,4392.362215,12/5/14 21:26,WEST REGION,BUKIT BATOK,WR,BRICKWORKS,N,Polygon,37527.3344,BKSZ03,56BA53C9A2E97051,3,1225673.649,BK,BRICKWORKS
103.8968236,1.350893108,179,AIRPORT ROAD,,35133.3154,3433.884804,12/5/14 21:26,EAST REGION,PAYA LEBAR,ER,AIRPORT ROAD,N,Polygon,37075.3184,PLSZ04,2C840AED9CEFDB07,4,494504.0681,PL,AIRPORT ROAD
103.8447106,1.354025779,186,MARYMOUNT,,29287.5853,6383.479273,12/5/14 21:26,CENTRAL REGION,BISHAN,CR,MARYMOUNT,N,Polygon,37383.764,BSSZ02,1363543F3E7844CC,2,1964134.532,BS,MARYMOUNT
103.7476432,1.384212861,220,CHOA CHU KANG CENTRAL,,18465.672,4202.496608,12/5/14 21:26,WEST REGION,CHOA CHU KANG,WR,CHOA CHU KANG CENTRAL,N,Polygon,40772.9207,CKSZ03,CCB9716DE31DDEF5,3,1097298.799,CK,CHOA CHU KANG CENTRAL
103.7078245,1.355617398,187,WENYA,,13953.5271,5864.592818,12/5/14 21:26,WEST REGION,JURONG WEST,WR,WENYA,N,Polygon,37532.7209,JWSZ01,A6921D5CCCE1A298,1,1974943.245,JW,WENYA
103.952739,1.353522657,189,TAMPINES EAST,,41122.547,10180.62409,12/5/14 21:26,EAST REGION,TAMPINES,ER,TAMPINES EAST,N,Polygon,37392.389,TMSZ02,21658EAAF84F4D8D,2,4339824.136,TM,TAMPINES EAST
103.7318339,1.34749497,192,YUHUA WEST,,16721.2525,3817.521072,12/5/14 21:26,WEST REGION,JURONG EAST,WR,YUHUA WEST,N,Polygon,36571.2646,JESZ01,6C125B9A8CCB91DA,1,776142.4925,JE,YUHUA WEST
103.7660962,1.385607704,224,SAUJANA,,20536.7145,3686.690567,12/5/14 21:26,WEST REGION,BUKIT PANJANG,WR,SAUJANA,N,Polygon,40906.6531,BPSZ02,BAD02A93A41830EC,2,674992.0009,BP,SAUJANA
103.8203065,1.326593196,195,DUNEARN,,26525.5278,4827.408264,12/5/14 21:26,CENTRAL REGION,NOVENA,CR,DUNEARN,N,Polygon,34268.8547,NVSZ04,E55224E9EB1AAB39,4,1229894.417,NV,DUNEARN
103.7697191,1.325782353,196,SUNSET WAY,,20805.3131,4572.130496,12/5/14 21:26,WEST REGION,CLEMENTI,WR,SUNSET WAY,N,Polygon,34279.4521,CLSZ02,D310037B2BD7FD2C,2,964682.6793,CL,SUNSET WAY
103.8852446,1.327081531,197,MACPHERSON,,33774.3483,4585.78818,12/5/14 21:26,CENTRAL REGION,GEYLANG,CR,MACPHERSON,N,Polygon,34399.1614,GLSZ02,A6E1CADF14D4862F,2,1263409.404,GL,MACPHERSON
103.9370778,1.329733275,199,BEDOK NORTH,,39429.2104,8414.962102,12/5/14 21:26,EAST REGION,BEDOK,ER,BEDOK NORTH,N,Polygon,34737.6194,BDSZ04,A2254301F85C1EDF,4,3203663.493,BD,BEDOK NORTH
103.8448602,1.332963857,200,TOA PAYOH CENTRAL,,29409.7438,5201.968752,12/5/14 21:26,CENTRAL REGION,TOA PAYOH,CR,TOA PAYOH CENTRAL,N,Polygon,34982.1962,TPSZ02,F05298981CE86DAB,2,1107267.036,TP,TOA PAYOH CENTRAL
103.9255407,1.373237966,201,PAYA LEBAR NORTH,,38291.9788,4812.862905,12/5/14 21:26,EAST REGION,PAYA LEBAR,ER,PAYA LEBAR NORTH,N,Polygon,39463.3319,PLSZ01,3B624AD13872144A,1,1287387.263,PL,PAYA LEBAR NORTH
103.8973058,1.3759989,202,HOUGANG EAST,,35128.0008,3960.446862,12/5/14 21:26,NORTH-EAST REGION,HOUGANG,NER,HOUGANG EAST,N,Polygon,39812.3857,HGSZ03,EED5DED3CE2CF722,3,842667.6261,HG,HOUGANG EAST
103.8990248,1.371032137,204,KANGKAR,,35222.4409,5617.430811,12/5/14 21:26,NORTH-EAST REGION,HOUGANG,NER,KANGKAR,N,Polygon,39071.3399,HGSZ02,BE2E2BB27D14DC52,2,1007410.002,HG,KANGKAR
103.7665699,1.37537359,206,JELEBU,,20535.3901,3992.426031,12/5/14 21:26,WEST REGION,BUKIT PANJANG,WR,JELEBU,N,Polygon,39769.4445,BPSZ05,61A034F12715D43D,5,911208.285,BP,JELEBU
103.888817,1.375042185,208,HOUGANG WEST,,33849.2205,6424.482139,12/5/14 21:26,NORTH-EAST REGION,HOUGANG,NER,HOUGANG WEST,N,Polygon,39506.8724,HGSZ04,27B0E0BDE3579753,4,1328876.198,HG,HOUGANG WEST
103.910339,1.372647074,209,PAYA LEBAR WEST,,36649.3106,5898.475695,12/5/14 21:26,EAST REGION,PAYA LEBAR,ER,PAYA LEBAR WEST,N,Polygon,39403.4873,PLSZ03,4BADA58E2612A6E2,3,609894.668,PL,PAYA LEBAR WEST
103.7741704,1.376968645,210,BANGKIT,,21431.2286,4350.135722,12/5/14 21:26,WEST REGION,BUKIT PANJANG,WR,BANGKIT,N,Polygon,39899.5272,BPSZ04,434BCF269E20F681,4,763183.4294,BP,BANGKIT
103.7921573,1.340338225,212,SWISS CLUB,,23436.2688,8976.744053,12/5/14 21:26,CENTRAL REGION,BUKIT TIMAH,CR,SWISS CLUB,N,Polygon,35866.3679,BTSZ02,7AED94EB01C4B0C6,2,3467036.985,BT,SWISS CLUB
103.7367235,1.379391473,215,PENG SIANG,,17462.292,4555.057953,12/5/14 21:26,WEST REGION,CHOA CHU KANG,WR,PENG SIANG,N,Polygon,40146.4113,CKSZ04,38D2C20DFB2C1BB6,4,862737.0908,CK,PENG SIANG
103.9531683,1.340188905,214,SIMEI,,41431.0631,7402.560779,12/5/14 21:26,EAST REGION,TAMPINES,ER,SIMEI,N,Polygon,35870.7852,TMSZ04,80BC46AD51E70C08,4,2778635.655,TM,SIMEI
103.8398879,1.382359817,217,YIO CHU KANG WEST,,28750.4979,3707.005727,12/5/14 21:26,NORTH-EAST REGION,ANG MO KIO,NER,YIO CHU KANG WEST,N,Polygon,40360.6262,AMSZ09,34215498CFFEE6DF,9,846137.1973,AM,YIO CHU KANG WEST
103.7550389,1.38263272,219,TECK WHYE,,19269.9942,4531.981456,12/5/14 21:26,WEST REGION,CHOA CHU KANG,WR,TECK WHYE,N,Polygon,40394.105,CKSZ01,B0AC5DFFC3C9CC3B,1,1001591.786,CK,TECK WHYE
103.7705863,1.384497861,222,FAJAR,,21080.9573,3800.608941,12/5/14 21:26,WEST REGION,BUKIT PANJANG,WR,FAJAR,N,Polygon,40748.0926,BPSZ03,2F183C2676E91CD1,3,668454.4393,BP,FAJAR
103.760215,1.385174035,223,SENJA,,19897.9466,3836.254229,12/5/14 21:26,WEST REGION,BUKIT PANJANG,WR,SENJA,N,Polygon,40895.3637,BPSZ01,E8D08EFDCD0D5E22,1,624877.5001,BP,SENJA
103.8901292,1.385687976,226,COMPASSVALE,,34304.2505,5216.01738,12/5/14 21:26,NORTH-EAST REGION,SENGKANG,NER,COMPASSVALE,N,Polygon,40761.0908,SESZ05,380E7DCFD2E09905,5,1093213.491,SE,COMPASSVALE
103.8460221,1.384413886,228,YIO CHU KANG,,29443.7447,4533.218364,12/5/14 21:26,NORTH-EAST REGION,ANG MO KIO,NER,YIO CHU KANG,N,Polygon,40836.0207,AMSZ10,5E2B16BB381BAEA4,10,909418.5677,AM,YIO CHU KANG
103.9245174,1.355868693,235,PAYA LEBAR EAST,,38065.4483,7470.111952,12/5/14 21:26,EAST REGION,PAYA LEBAR,ER,PAYA LEBAR EAST,N,Polygon,37522.396,PLSZ02,389E16D1B4BCDE92,2,2259239.74,PL,PAYA LEBAR EAST
103.8880422,1.358432655,231,LORONG AH SOO,,33930.3169,5438.211022,12/5/14 21:26,NORTH-EAST REGION,HOUGANG,NER,LORONG AH SOO,N,Polygon,37657.026,HGSZ07,6EDE1DB873D24BDD,7,1515533.891,HG,LORONG AH SOO
103.8801065,1.361777338,239,KOVAN,,33270.7913,5644.28775,12/5/14 21:26,NORTH-EAST REGION,HOUGANG,NER,KOVAN,N,Polygon,38331.4768,HGSZ06,19C0ECAF2E3AE59A,6,1948613.205,HG,KOVAN
103.855975,1.362787996,240,CHONG BOON,,30485.5109,4710.53873,12/5/14 21:26,NORTH-EAST REGION,ANG MO KIO,NER,CHONG BOON,N,Polygon,38478.993,AMSZ03,94B98B182E1B853F,3,1078622.324,AM,CHONG BOON
103.7469961,1.362433288,237,HONG KAH NORTH,,18505.4653,3842.99403,12/5/14 21:26,WEST REGION,BUKIT BATOK,WR,HONG KAH NORTH,N,Polygon,38307.4684,BKSZ02,7688003183213EBF,2,859179.1801,BK,HONG KAH NORTH
103.8476604,1.364642153,238,TOWNSVILLE,,29686.468,3313.317413,12/5/14 21:26,NORTH-EAST REGION,ANG MO KIO,NER,TOWNSVILLE,N,Polygon,38599.4995,AMSZ04,377A4E677018DDF9,4,546403.8635,AM,TOWNSVILLE
103.8912395,1.369267421,243,HOUGANG CENTRAL,,34470.7005,2759.815466,12/5/14 21:26,NORTH-EAST REGION,HOUGANG,NER,HOUGANG CENTRAL,N,Polygon,39076.5963,HGSZ01,C4419A9A8D05E0DF,1,441733.4402,HG,HOUGANG CENTRAL
103.972607,1.367648311,244,LOYANG EAST,,43592.3311,4185.462898,12/5/14 21:26,EAST REGION,PASIR RIS,ER,LOYANG EAST,N,Polygon,38890.0948,PRSZ07,4B656D023BC2388D,7,970068.0722,PR,LOYANG EAST
103.9375589,1.368178079,247,TAMPINES NORTH,,39763.9423,7128.355391,12/5/14 21:26,EAST REGION,TAMPINES,ER,TAMPINES NORTH,N,Polygon,38698.1692,TMSZ01,619A4A5A72D3F75A,1,2543106.634,TM,TAMPINES NORTH
103.7965313,1.451365446,294,SENOKO WEST,,23921.5512,3966.740969,12/5/14 21:26,NORTH REGION,WOODLANDS,NR,SENOKO WEST,N,Polygon,48088.741,WDSZ08,ACD9BD92A81177CE,8,905921.1179,WD,SENOKO WEST
103.8391664,1.372994526,250,KEBUN BAHRU,,28700.1674,4288.194231,12/5/14 21:26,NORTH-EAST REGION,ANG MO KIO,NER,KEBUN BAHRU,N,Polygon,39496.5061,AMSZ06,60BFB1E98CF343F9,6,1046417,AM,KEBUN BAHRU
103.8638307,1.373983305,251,SERANGOON NORTH IND ESTATE,,31498.8784,4299.211199,12/5/14 21:26,NORTH-EAST REGION,SERANGOON,NER,SERANGOON NORTH IND ESTATE,N,Polygon,39642.2223,SGSZ02,2648D1D39685215F,2,921430.9488,SG,SERANGOON NORTH IND ESTATE
103.7566314,1.369248737,255,GOMBAK,,19560.7028,7921.557211,12/5/14 21:26,WEST REGION,BUKIT BATOK,WR,GOMBAK,N,Polygon,39034.544,BKSZ01,1DCF02A5C4038697,1,2459098.265,BK,GOMBAK
103.760471,1.433370589,257,KRANJI,,19766.8432,7899.952343,12/5/14 21:26,NORTH REGION,SUNGEI KADUT,NR,KRANJI,N,Polygon,46226.3545,SKSZ01,3487338E07E5DE5F,1,3652031.033,SK,KRANJI
103.7629433,1.400430261,268,GALI BATU,,20165.0687,9036.682771,12/5/14 21:26,NORTH REGION,SUNGEI KADUT,NR,GALI BATU,N,Polygon,42429.2408,SKSZ03,B462B6D7566CF5CD,3,5186128.077,SK,GALI BATU
104.0024616,1.351505872,269,CHANGI AIRPORT,,46661.849,28163.22827,12/5/14 21:26,EAST REGION,CHANGI,ER,CHANGI AIRPORT,N,Polygon,36599.8158,CHSZ03,70B39BA5469B9018,3,35096028.59,CH,CHANGI AIRPORT
103.7466612,1.39166919,259,CHOA CHU KANG NORTH,,18347.5682,4552.314746,12/5/14 21:26,WEST REGION,CHOA CHU KANG,WR,CHOA CHU KANG NORTH,N,Polygon,41593.7648,CKSZ05,1ED0377B40E71BDA,5,1088638.014,CK,CHOA CHU KANG NORTH
103.9072507,1.38777586,260,RIVERVALE,,35977.6113,6315.954417,12/5/14 21:26,NORTH-EAST REGION,SENGKANG,NER,RIVERVALE,N,Polygon,41060.8024,SESZ02,986666487FF7CF78,2,1569034.784,SE,RIVERVALE
103.8764541,1.394715961,262,FERNVALE,,32806.2915,6491.767944,12/5/14 21:26,NORTH-EAST REGION,SENGKANG,NER,FERNVALE,N,Polygon,41896.3685,SESZ06,C2885440D673A7A2,6,2391082.765,SE,FERNVALE
103.9124005,1.394444103,263,PUNGGOL FIELD,,36673.8994,5229.116114,12/5/14 21:26,NORTH-EAST REGION,PUNGGOL,NER,PUNGGOL FIELD,N,Polygon,41847.0902,PGSZ04,7462F6141FA74A37,4,1378710.536,PG,PUNGGOL FIELD
103.7478191,1.400927013,264,YEW TEE,,18498.1139,3715.39423,12/5/14 21:26,WEST REGION,CHOA CHU KANG,WR,YEW TEE,N,Polygon,42506.0743,CKSZ06,D172AF50E2754CBF,6,923214.7487,CK,YEW TEE
103.8964664,1.40227662,266,MATILDA,,35089.9853,5361.915964,12/5/14 21:26,NORTH-EAST REGION,PUNGGOL,NER,MATILDA,N,Polygon,42728.2745,PGSZ03,14D0DB33976B7B81,3,1418284.255,PG,MATILDA
103.9136552,1.401879602,267,WATERWAY EAST,,37063.2238,5391.065107,12/5/14 21:26,NORTH-EAST REGION,PUNGGOL,NER,WATERWAY EAST,N,Polygon,42568.2237,PGSZ05,A9E7E4A7DEE0B6F2,5,1489246.883,PG,WATERWAY EAST
103.8972242,1.391437687,272,SENGKANG TOWN CENTRE,,35163.812,5216.400502,12/5/14 21:26,NORTH-EAST REGION,SENGKANG,NER,SENGKANG TOWN CENTRE,N,Polygon,41501.1418,SESZ03,5A2D0E9E6B285069,3,1455507.859,SE,SENGKANG TOWN CENTRE
103.8880144,1.393775066,273,ANCHORVALE,,34218.5354,5112.461787,12/5/14 21:26,NORTH-EAST REGION,SENGKANG,NER,ANCHORVALE,N,Polygon,41815.316,SESZ04,F00F5344E293F642,4,1499108.626,SE,ANCHORVALE
103.8471925,1.410896358,276,LOWER SELETAR,,29437.6195,15209.76279,12/5/14 21:26,NORTH REGION,YISHUN,NR,LOWER SELETAR,N,Polygon,43432.0454,YSSZ05,CF8B2D55A2958851,5,8453312.38,YS,LOWER SELETAR
103.8250839,1.426550768,278,MANDAI ESTATE,,27082.698,1633.708416,12/5/14 21:26,NORTH REGION,MANDAI,NR,MANDAI ESTATE,N,Polygon,45367.4603,MDSZ03,F6266F7368DBB9AB,3,143137.9411,MD,MANDAI ESTATE
103.7622641,1.420116062,281,TURF CLUB,,20234.6006,7665.676019,12/5/14 21:26,NORTH REGION,SUNGEI KADUT,NR,TURF CLUB,N,Polygon,44507.1901,SKSZ02,17459E60C3EEAF30,2,3291405.506,SK,TURF CLUB
103.7937871,1.428936028,282,WOODLANDS SOUTH,,23609.573,5211.384435,12/5/14 21:26,NORTH REGION,WOODLANDS,NR,WOODLANDS SOUTH,N,Polygon,45692.8785,WDSZ04,8A4E14DAC4ACE11C,4,1576001.476,WD,WOODLANDS SOUTH
103.8476243,1.42786307,284,YISHUN EAST,,29476.5995,5945.704099,12/5/14 21:26,NORTH REGION,YISHUN,NR,YISHUN EAST,N,Polygon,45515.7196,YSSZ03,7E20200E3D7B0C16,3,1767092.896,YS,YISHUN EAST
103.6955582,1.380812631,285,WESTERN WATER CATCHMENT,,12020.342,44305.66057,12/5/14 21:26,WEST REGION,WESTERN WATER CATCHMENT,WR,WESTERN WATER CATCHMENT,N,Polygon,40454.871,WCSZ01,82062B23CEEE75F2,1,69748298.79,WC,WESTERN WATER CATCHMENT
103.8792066,1.424639235,286,PULAU PUNGGOL BARAT,,33050.0976,6251.207796,12/5/14 21:26,NORTH-EAST REGION,SELETAR,NER,PULAU PUNGGOL BARAT,N,Polygon,45213.5347,SLSZ02,20F2831A2780CFEB,2,2050051.225,SL,PULAU PUNGGOL BARAT
103.8226567,1.403045863,309,SPRINGLEAF,,26969.7232,6912.80078,12/5/14 21:26,NORTH REGION,YISHUN,NR,SPRINGLEAF,N,Polygon,42586.216,YSSZ06,5D0241839A91E181,6,2209210.705,YS,SPRINGLEAF
103.8173666,1.446944442,291,SEMBAWANG CENTRAL,,26268.7326,3955.117637,12/5/14 21:26,NORTH REGION,SEMBAWANG,NR,SEMBAWANG CENTRAL,N,Polygon,47558.0804,SBSZ03,772A64AB9A93FC3A,3,962437.4031,SB,SEMBAWANG CENTRAL
103.8309911,1.447757494,293,SEMBAWANG EAST,,27788.9403,3494.973413,12/5/14 21:26,NORTH REGION,SEMBAWANG,NR,SEMBAWANG EAST,N,Polygon,47682.832,SBSZ01,5C6A0B0C3E280F49,1,758123.4599,SB,SEMBAWANG EAST
103.8252184,1.452196411,296,ADMIRALTY,,27091.2755,4534.251888,12/5/14 21:26,NORTH REGION,SEMBAWANG,NR,ADMIRALTY,N,Polygon,48333.8005,SBSZ05,2E2DB30B78E2AC57,5,1261648.748,SB,ADMIRALTY
103.7192357,1.431002395,297,LIM CHU KANG,,15309.8168,18733.83625,12/5/14 21:26,NORTH REGION,LIM CHU KANG,NR,LIM CHU KANG,N,Polygon,45819.0414,LKSZ01,E4489A0861169020,1,17494884.18,LK,LIM CHU KANG
103.8070684,1.453530158,299,SENOKO SOUTH,,25130.655,5262.562765,12/5/14 21:26,NORTH REGION,SEMBAWANG,NR,SENOKO SOUTH,N,Polygon,48346.0326,SBSZ09,01A4287FB060A0A6,9,1741957.363,SB,SENOKO SOUTH
103.816174,1.455613614,300,SEMBAWANG NORTH,,26038.8084,5519.934845,12/5/14 21:26,NORTH REGION,SEMBAWANG,NR,SEMBAWANG NORTH,N,Polygon,48732.9057,SBSZ04,F4016BB091C51693,4,1394865.684,SB,SEMBAWANG NORTH
103.8243445,1.441495556,308,SEMBAWANG SPRINGS,,27076.8118,4212.042247,12/5/14 21:26,NORTH REGION,SEMBAWANG,NR,SEMBAWANG SPRINGS,N,Polygon,46959.0886,SBSZ02,C739B507A1ACBDB3,2,1099394.72,SB,SEMBAWANG SPRINGS
104.0526149,1.389138868,302,NORTH-EASTERN ISLANDS,,50424.7923,62436.23535,12/5/14 21:26,NORTH-EAST REGION,NORTH-EASTERN ISLANDS,NER,NORTH-EASTERN ISLANDS,N,Polygon,42612.8784,NESZ01,92BC3E09C68F3B52,1,67250562.96,NE,NORTH-EASTERN ISLANDS
103.7749809,1.439086757,307,WOODLANDS WEST,,21582.5903,5929.644687,12/5/14 21:26,NORTH REGION,WOODLANDS,NR,WOODLANDS WEST,N,Polygon,46573.0249,WDSZ06,4215C006676A7D38,6,1648629.909,WD,WOODLANDS WEST
103.8392867,1.437870373,305,NORTHLAND,,28520.5814,5057.119921,12/5/14 21:26,NORTH REGION,YISHUN,NR,NORTHLAND,N,Polygon,46642.7243,YSSZ02,A0E30DFB562910D3,2,1511000.363,YS,NORTHLAND
103.7913521,1.43994523,306,MIDVIEW,,23349.76,4159.20144,12/5/14 21:26,NORTH REGION,WOODLANDS,NR,MIDVIEW,N,Polygon,46841.1143,WDSZ02,42D5F52D334C615F,2,936415.5261,WD,MIDVIEW
103.8536828,1.384047281,227,YIO CHU KANG EAST,,30234.3682,5592.191081,12/5/14 21:26,NORTH-EAST REGION,ANG MO KIO,NER,YIO CHU KANG EAST,N,Polygon,40602.6508,AMSZ12,75F91E9882406325,12,1861872.042,AM,YIO CHU KANG EAST
103.8146833,1.404368949,311,NEE SOON,,25921.7245,7074.070778,12/5/14 21:26,NORTH REGION,YISHUN,NR,NEE SOON,N,Polygon,43261.5225,YSSZ07,4AAC92E24CAB13A5,7,2206695.555,YS,NEE SOON
103.9161206,1.407072292,312,PUNGGOL CANAL,,37408.8422,6279.464843,12/5/14 21:26,NORTH-EAST REGION,PUNGGOL,NER,PUNGGOL CANAL,N,Polygon,43168.5702,PGSZ06,4577C2B37C75D519,6,1265919.304,PG,PUNGGOL CANAL
103.8016637,1.376076315,313,CENTRAL WATER CATCHMENT,,24424.4183,30538.24618,12/5/14 21:26,NORTH REGION,CENTRAL WATER CATCHMENT,NR,CENTRAL WATER CATCHMENT,N,Polygon,39849.0456,CCSZ01,52D00685FE621970,1,37147854.46,CC,CENTRAL WATER CATCHMENT
103.8680798,1.413030283,316,SELETAR AEROSPACE PARK,,31690.73,8946.560465,12/5/14 21:26,NORTH-EAST REGION,SELETAR,NER,SELETAR AEROSPACE PARK,N,Polygon,43796.9117,SLSZ01,0C69219764BD4C25,1,3621841.183,SL,SELETAR AEROSPACE PARK
103.8289653,1.418090403,317,KHATIB,,27480.6357,4956.145735,12/5/14 21:26,NORTH REGION,YISHUN,NR,KHATIB,N,Polygon,44420.6884,YSSZ08,DC75517DA31123DB,8,1432913.062,YS,KHATIB
103.7865436,1.4180687,318,MANDAI WEST,,22549.0736,9630.62719,12/5/14 21:26,NORTH REGION,MANDAI,NR,MANDAI WEST,N,Polygon,44455.8474,MDSZ01,FFCCF172717C2EAF,1,4387133.117,MD,MANDAI WEST
103.8660196,1.280795832,1,MARINA SOUTH,,31595.8357,5267.381024,12/5/14 21:26,CENTRAL REGION,MARINA SOUTH,CR,MARINA SOUTH,Y,Polygon,29220.1873,MSSZ01,5ED7EB253F99252E,1,1630379.268,MS,MARINA SOUTH
103.7768425,1.450862912,320,NORTH COAST,,22147.036,10847.88198,12/5/14 21:26,NORTH REGION,WOODLANDS,NR,NORTH COAST,N,Polygon,48031.5522,WDSZ09,898B2436858382A1,9,2450783.607,WD,NORTH COAST
103.8364867,1.458158102,321,SEMBAWANG STRAITS,,28352.4774,7217.388372,12/5/14 21:26,NORTH REGION,SEMBAWANG,NR,SEMBAWANG STRAITS,N,Polygon,48918.2749,SBSZ06,AA1A638CA2B0D5B7,6,1540733.675,SB,SEMBAWANG STRAITS
103.8206854,1.27748623,25,TELOK BLANGAH WAY,,26570.5173,2290.227262,12/5/14 21:26,CENTRAL REGION,BUKIT MERAH,CR,TELOK BLANGAH WAY,N,Polygon,28871.8922,BMSZ14,0F0735F1BDDF53C7,14,276826.8125,BM,TELOK BLANGAH WAY
103.8460283,1.279197056,26,MAXWELL,,29392.0478,1419.801857,12/5/14 21:26,CENTRAL REGION,DOWNTOWN CORE,CR,MAXWELL,Y,Polygon,29096.7539,DTSZ07,CB2D9FC5CAB792B1,7,63664.96677,DT,MAXWELL
103.8396442,1.285431548,2,PEARL'S HILL,,28679.0634,3506.107376,12/5/14 21:26,CENTRAL REGION,OUTRAM,CR,PEARL'S HILL,Y,Polygon,29782.0519,OTSZ01,8C7149B9EB32EEFC,1,559816.2454,OT,PEARL'S HILL
103.8481903,1.287722601,3,BOAT QUAY,,29654.9594,1740.925766,12/5/14 21:26,CENTRAL REGION,SINGAPORE RIVER,CR,BOAT QUAY,Y,Polygon,29974.6553,SRSZ03,C35FEFF02B13E0E5,3,160807.4977,SR,BOAT QUAY
103.8303836,1.289343445,7,BUKIT HO SWEE,,27680.0627,3275.312488,12/5/14 21:26,CENTRAL REGION,BUKIT MERAH,CR,BUKIT HO SWEE,N,Polygon,30230.861,BMSZ09,7839A8577144EFE2,9,551732.0495,BM,BUKIT HO SWEE
103.7824512,1.285935742,9,PASIR PANJANG 1,,22077.3383,6571.323082,12/5/14 21:26,CENTRAL REGION,QUEENSTOWN,CR,PASIR PANJANG 1,N,Polygon,29893.7812,QTSZ13,1F721290C421BFAB,13,1084792.321,QT,PASIR PANJANG 1
103.7917496,1.285975432,11,KENT RIDGE,,23464.8409,7439.547656,12/5/14 21:26,CENTRAL REGION,QUEENSTOWN,CR,KENT RIDGE,N,Polygon,29725.3706,QTSZ12,601BA309A1AAC731,12,1826848.561,QT,KENT RIDGE
103.8717105,1.28824452,13,MARINA EAST,,32344.0489,6470.949643,12/5/14 21:26,CENTRAL REGION,MARINA EAST,CR,MARINA EAST,Y,Polygon,30103.2495,MESZ01,782A2FAF53029A34,1,1844060.675,ME,MARINA EAST
103.8090014,1.276393188,29,TELOK BLANGAH DRIVE,,25280.2612,5317.781684,12/5/14 21:26,CENTRAL REGION,BUKIT MERAH,CR,TELOK BLANGAH DRIVE,N,Polygon,28791.4606,BMSZ13,54A4BD5ABBBDC5A8,13,1454827.646,BM,TELOK BLANGAH DRIVE
103.8361434,1.291586925,15,ROBERTSON QUAY,,28416.8477,4995.758114,12/5/14 21:26,CENTRAL REGION,SINGAPORE RIVER,CR,ROBERTSON QUAY,Y,Polygon,30409.3607,SRSZ01,DF71BB5EC3C9FFD1,1,506588.9598,SR,ROBERTSON QUAY
103.8535925,1.275981536,31,CENTRAL SUBZONE,,30125.8367,5002.016151,12/5/14 21:26,CENTRAL REGION,DOWNTOWN CORE,CR,CENTRAL SUBZONE,Y,Polygon,28683.0399,DTSZ11,8EFE9EC1AEF2DA0A,11,1070723.256,DT,CENTRAL SUBZONE
103.8495904,1.264706349,21,CITY TERMINALS,,28387.3388,16805.6555,12/5/14 21:26,CENTRAL REGION,BUKIT MERAH,CR,CITY TERMINALS,N,Polygon,27536.5671,BMSZ17,9711879901A8487F,17,3449640.607,BM,CITY TERMINALS
103.8412037,1.282287026,34,PEOPLE'S PARK,,28831.7807,1822.192718,12/5/14 21:26,CENTRAL REGION,OUTRAM,CR,PEOPLE'S PARK,Y,Polygon,29419.6457,OTSZ02,B4120D23006C932A,2,93140.43764,OT,PEOPLE'S PARK
103.842186,1.279700635,36,CHINATOWN,,29153.9676,4297.59991,12/5/14 21:26,CENTRAL REGION,OUTRAM,CR,CHINATOWN,Y,Polygon,29158.0443,OTSZ03,0FF1661344C84AED,3,587222.6789,OT,CHINATOWN
103.8831995,1.291160849,44,MARINA EAST (MP),,33715.6975,6657.151393,12/5/14 21:26,CENTRAL REGION,MARINE PARADE,CR,MARINA EAST (MP),N,Polygon,30512.2476,MPSZ05,1575868DF0D30E32,5,1590339.796,MP,MARINA EAST (MP)
103.8527032,1.292799468,48,CITY HALL,,30209.0736,4544.169847,12/5/14 21:26,CENTRAL REGION,DOWNTOWN CORE,CR,CITY HALL,Y,Polygon,30536.5079,DTSZ02,C3663E9926627289,2,710568.7029,DT,CITY HALL
103.8602371,1.293116781,45,MARINA CENTRE,,30938.0985,4047.111169,12/5/14 21:26,CENTRAL REGION,DOWNTOWN CORE,CR,MARINA CENTRE,Y,Polygon,30471.8267,DTSZ03,2AB099523A1AEAD5,3,886954.8092,DT,MARINA CENTRE
103.8404643,1.296814458,47,OXLEY,,28802.3555,1989.487026,12/5/14 21:26,CENTRAL REGION,RIVER VALLEY,CR,OXLEY,Y,Polygon,31053.6717,RVSZ04,5A22C0945D1794D2,4,200052.6848,RV,OXLEY
103.9088361,1.299687792,50,EAST COAST,,36386.5261,5333.008671,12/5/14 21:26,CENTRAL REGION,MARINE PARADE,CR,EAST COAST,N,Polygon,31338.9016,MPSZ04,768CE19AACFCB9EB,4,591778.9997,MP,EAST COAST
103.826452,1.30185953,52,ONE TREE HILL,,27315.5592,2464.413094,12/5/14 21:26,CENTRAL REGION,RIVER VALLEY,CR,ONE TREE HILL,Y,Polygon,31563.7968,RVSZ01,0FF5E50B9581D2BE,1,340743.3416,RV,ONE TREE HILL
