X,Y,Name,Region Name,Planning Area Name,Region Code,Central Area Indicator,Subzone Code,Planning Area Code
103.8536828,1.384047281,YIO CHU KANG EAST,NORTH-EAST REGION,ANG MO KIO,NER,N,AMSZ12,AM
103.8146833,1.404368949,NEE SOON,NORTH REGION,YISHUN,NR,N,YSSZ07,YS
103.9161206,1.407072292,PUNGGOL CANAL,NORTH-EAST REGION,PUNGGOL,NER,N,PGSZ06,PG
103.8016637,1.376076315,CENTRAL WATER CATCHMENT,NORTH REGION,CENTRAL WATER CATCHMENT,NR,N,CCSZ01,CC
103.8680798,1.413030283,SELETAR AEROSPACE PARK,NORTH-EAST REGION,SELETAR,NER,N,SLSZ01,SL
103.8289653,1.418090403,KHATIB,NORTH REGION,YISHUN,NR,N,YSSZ08,YS
103.7865436,1.4180687,MANDAI WEST,NORTH REGION,MANDAI,NR,N,MDSZ01,MD
103.8660196,1.280795832,MARINA SOUTH,CENTRAL REGION,MARINA SOUTH,CR,Y,MSSZ01,MS
103.7768425,1.450862912,NORTH COAST,NORTH REGION,WOODLANDS,NR,N,WDSZ09,WD
103.8364867,1.458158102,SEMBAWANG STRAITS,NORTH REGION,SEMBAWANG,NR,N,SBSZ06,SB
103.8206854,1.27748623,TELOK BLANGAH WAY,CENTRAL REGION,BUKIT MERAH,CR,N,BMSZ14,BM
103.8460283,1.279197056,MAXWELL,CENTRAL REGION,DOWNTOWN CORE,CR,Y,DTSZ07,DT
103.8396442,1.285431548,PEARL'S HILL,CENTRAL REGION,OUTRAM,CR,Y,OTSZ01,OT
103.8481903,1.287722601,BOAT QUAY,CENTRAL REGION,SINGAPORE RIVER,CR,Y,SRSZ03,SR
103.8303836,1.289343445,BUKIT HO SWEE,CENTRAL REGION,BUKIT MERAH,CR,N,BMSZ09,BM
103.7824512,1.285935742,PASIR PANJANG 1,CENTRAL REGION,QUEENSTOWN,CR,N,QTSZ13,QT
103.7917496,1.285975432,KENT RIDGE,CENTRAL REGION,QUEENSTOWN,CR,N,QTSZ12,QT
103.8090014,1.276393188,TELOK BLANGAH DRIVE,CENTRAL REGION,BUKIT MERAH,CR,N,BMSZ13,BM
103.8361434,1.291586925,ROBERTSON QUAY,CENTRAL REGION,SINGAPORE RIVER,CR,Y,SRSZ01,SR
103.8535925,1.275981536,CENTRAL SUBZONE,CENTRAL REGION,DOWNTOWN CORE,CR,Y,DTSZ11,DT
103.8495904,1.264706349,CITY TERMINALS,CENTRAL REGION,BUKIT MERAH,CR,N,BMSZ17,BM
103.8412037,1.282287026,PEOPLE'S PARK,CENTRAL REGION,OUTRAM,CR,Y,OTSZ02,OT
103.842186,1.279700635,CHINATOWN,CENTRAL REGION,OUTRAM,CR,Y,OTSZ03,OT
103.8831995,1.291160849,MARINA EAST (MP),CENTRAL REGION,MARINE PARADE,CR,N,MPSZ05,MP
103.8527032,1.292799468,CITY HALL,CENTRAL REGION,DOWNTOWN CORE,CR,Y,DTSZ02,DT
103.8602371,1.293116781,MARINA CENTRE,CENTRAL REGION,DOWNTOWN CORE,CR,Y,DTSZ03,DT
103.8404643,1.296814458,OXLEY,CENTRAL REGION,RIVER VALLEY,CR,Y,RVSZ04,RV
103.9088361,1.299687792,EAST COAST,CENTRAL REGION,MARINE PARADE,CR,N,MPSZ04,MP
103.826452,1.30185953,ONE TREE HILL,CENTRAL REGION,RIVER VALLEY,CR,Y,RVSZ01,RV
103.8391127,1.301469584,SOMERSET,CENTRAL REGION,ORCHARD,CR,Y,ORSZ03,OR
103.8343368,1.297988075,LEONIE HILL,CENTRAL REGION,RIVER VALLEY,CR,Y,RVSZ03,RV
103.7653942,1.278087195,PORT,CENTRAL REGION,QUEENSTOWN,CR,N,QTSZ15,QT
103.8240595,1.274268756,TELOK BLANGAH RISE,CENTRAL REGION,BUKIT MERAH,CR,N,BMSZ15,BM
103.8567117,1.305659802,SUNGEI ROAD,CENTRAL REGION,ROCHOR,CR,Y,RCSZ03,RC
103.8452532,1.299120127,DHOBY GHAUT,CENTRAL REGION,MUSEUM,CR,Y,MUSZ01,MU
103.8531744,1.299854727,VICTORIA,CENTRAL REGION,ROCHOR,CR,Y,RCSZ10,RC
103.7903533,1.298751091,ONE NORTH,CENTRAL REGION,QUEENSTOWN,CR,N,QTSZ08,QT
103.8908667,1.302544267,MOUNTBATTEN,CENTRAL REGION,MARINE PARADE,CR,N,MPSZ01,MP
103.7796211,1.303597478,DOVER,CENTRAL REGION,QUEENSTOWN,CR,N,QTSZ10,QT
103.8372962,1.306344337,CAIRNHILL,CENTRAL REGION,NEWTON,CR,Y,NTSZ04,NT
103.927152,1.306623277,SIGLAP,EAST REGION,BEDOK,ER,N,BDSZ07,BD
103.8454867,1.293748085,FORT CANNING,CENTRAL REGION,MUSEUM,CR,Y,MUSZ02,MU
103.6606073,1.300527641,PIONEER SECTOR,WEST REGION,PIONEER,WR,N,PNSZ05,PN
103.8706834,1.308184582,KAMPONG BUGIS,CENTRAL REGION,KALLANG,CR,N,KLSZ04,KL
103.831134,1.305133477,BOULEVARD,CENTRAL REGION,ORCHARD,CR,Y,ORSZ02,OR
103.8042726,1.316419867,FARRER COURT,CENTRAL REGION,BUKIT TIMAH,CR,N,BTSZ08,BT
103.8238556,1.313572624,NASSIM,CENTRAL REGION,TANGLIN,CR,N,TNSZ01,TN
103.8234887,1.298347035,CHATSWORTH,CENTRAL REGION,TANGLIN,CR,N,TNSZ02,TN
103.9477212,1.31407664,BAYSHORE,EAST REGION,BEDOK,ER,N,BDSZ08,BD
103.7570394,1.32169079,FABER,WEST REGION,CLEMENTI,WR,N,CLSZ03,CL
103.8473753,1.30245741,MOUNT EMILY,CENTRAL REGION,ROCHOR,CR,Y,RCSZ07,RC
103.8255321,1.304899276,TANGLIN,CENTRAL REGION,ORCHARD,CR,Y,ORSZ01,OR
103.9457667,1.322327867,BEDOK SOUTH,EAST REGION,BEDOK,ER,N,BDSZ06,BD
103.8639102,1.300410147,CRAWFORD,CENTRAL REGION,KALLANG,CR,N,KLSZ09,KL
103.8706627,1.322080396,GEYLANG BAHRU,CENTRAL REGION,KALLANG,CR,N,KLSZ02,KL
103.8621388,1.322270695,BENDEMEER,CENTRAL REGION,KALLANG,CR,N,KLSZ01,KL
103.6812512,1.326461336,JOO KOON,WEST REGION,PIONEER,WR,N,PNSZ01,PN
103.8004186,1.326098585,CORONATION ROAD,CENTRAL REGION,BUKIT TIMAH,CR,N,BTSZ06,BT
103.9021179,1.307586814,KATONG,CENTRAL REGION,MARINE PARADE,CR,N,MPSZ02,MP
103.8388733,1.311619187,NEWTON CIRCUS,CENTRAL REGION,NEWTON,CR,Y,NTSZ03,NT
103.7229811,1.305997545,JURONG PORT,WEST REGION,JURONG EAST,WR,N,JESZ09,JE
103.8720817,1.314961372,BOON KENG,CENTRAL REGION,KALLANG,CR,N,KLSZ03,KL
103.688634,1.30724545,SHIPYARD,WEST REGION,BOON LAY,WR,N,BLSZ04,BL
103.8333139,1.313201214,GOODWOOD PARK,CENTRAL REGION,NEWTON,CR,Y,NTSZ02,NT
103.7809011,1.315602889,ULU PANDAN,CENTRAL REGION,BUKIT TIMAH,CR,N,BTSZ04,BT
103.7849619,1.32756519,HOLLAND ROAD,CENTRAL REGION,BUKIT TIMAH,CR,N,BTSZ03,BT
103.6499208,1.327996049,TUAS NORTH,WEST REGION,TUAS,WR,N,TSSZ03,TS
103.8419862,1.339410044,TOA PAYOH WEST,CENTRAL REGION,TOA PAYOH,CR,N,TPSZ01,TP
103.6996403,1.333653265,KIAN TECK,WEST REGION,JURONG WEST,WR,N,JWSZ06,JW
103.6839441,1.335879223,SAFTI,WEST REGION,JURONG WEST,WR,N,JWSZ07,JW
